step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
2.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
3.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
4.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
5.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
6.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
7.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
8.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
9.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
10.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
11.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
12.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
13.0,0.0,0.0,65457556.0,,0.0,0.0,3855.9683102804142,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8972.772858843902,0.0,4486.386429421952
14.0,0.0,0.0,65457556.0,,0.0,1.6349628158838656,3857.603273096298,1.6349628158838656,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8974.407821659785,0.8174814079419328,4487.203910829894
15.0,0.0,0.0,65457556.0,,0.0,0.0,3857.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8974.407821659785,0.0,4487.203910829894
16.0,0.0,0.0,65457556.0,,0.0,0.0,3857.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8974.407821659785,0.0,4487.203910829894
17.0,0.0,0.0,65457556.0,,0.0,2.0,3859.603273096298,2.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,1.0,4488.203910829894
18.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,0.0,4488.203910829894
19.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,0.0,4488.203910829894
20.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,0.0,4488.203910829894
21.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,0.0,4488.203910829894
22.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5116.8045485634875,0.0,0.0,1446.1263473409874,8976.407821659785,0.0,4488.203910829894
23.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,2.0,5118.8045485634875,2.0,0.0,1446.1263473409874,8978.407821659785,1.0,4489.203910829894
24.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5118.8045485634875,0.0,0.0,1446.1263473409874,8978.407821659785,0.0,4489.203910829894
25.0,0.0,0.0,65457556.0,,0.0,0.0,3859.603273096298,0.0,0.0,0.0,5118.8045485634875,0.0,0.0,1446.1263473409874,8978.407821659785,0.0,4489.203910829894
