step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_average_speed,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_average_speed,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1084.0,64.0,3.764705882352941,221851.0,,7,0.017777777777777778,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.017777777777777778,32.575,342.7678256257118,0.0,171.38391281285587
1085.0,75.0,4.411764705882353,221926.0,,7,0.020833333333333332,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.020833333333333332,32.575,342.7678256257118,0.0,171.38391281285587
1086.0,86.0,5.375,222012.0,,7,0.02388888888888889,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.02388888888888889,32.575,342.7678256257118,0.0,171.38391281285587
1087.0,97.0,6.0625,222109.0,,7,0.026944444444444444,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.026944444444444444,32.575,342.7678256257118,0.0,171.38391281285587
1088.0,108.0,6.75,222217.0,,7,0.03,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.03,32.575,342.7678256257118,0.0,171.38391281285587
1089.0,119.0,7.933333333333334,222336.0,,7,0.03305555555555555,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.03305555555555555,32.575,342.7678256257118,0.0,171.38391281285587
1090.0,130.0,9.285714285714286,222466.0,,7,0.03611111111111111,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.03611111111111111,32.575,342.7678256257118,0.0,171.38391281285587
1091.0,141.0,10.071428571428571,222607.0,,7,0.03916666666666667,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.03916666666666667,32.575,342.7678256257118,0.0,171.38391281285587
1092.0,152.0,11.692307692307692,222759.0,,7,0.042222222222222223,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.042222222222222223,32.575,342.7678256257118,0.0,171.38391281285587
1093.0,163.0,13.583333333333334,222922.0,,7,0.04527777777777778,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.04527777777777778,32.575,342.7678256257118,0.0,171.38391281285587
1094.0,174.0,14.5,223096.0,,7,0.04833333333333333,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.04833333333333333,32.575,342.7678256257118,0.0,171.38391281285587
1095.0,185.0,15.416666666666666,223281.0,,7,0.05138888888888889,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.05138888888888889,32.575,342.7678256257118,0.0,171.38391281285587
1096.0,196.0,16.333333333333332,223477.0,,7,0.05444444444444444,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.05444444444444444,32.575,342.7678256257118,0.0,171.38391281285587
1097.0,207.0,17.25,223684.0,,7,0.0575,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.0575,32.575,342.7678256257118,0.0,171.38391281285587
1098.0,218.0,16.76923076923077,223902.0,,7,0.06055555555555556,0.0,0.0,138.8089128128559,0.0,0,0.0,1.0,0.0,203.95891281285586,0.0,7,0.06055555555555556,32.575,342.7678256257118,0.0,171.38391281285587
1099.0,229.0,17.615384615384617,224131.0,,7,0.0636111111111111,0.0,2.0,140.8089128128559,2.0,0,0.0,1.0,2.0,205.95891281285586,2.0,7,0.0636111111111111,32.575,346.7678256257118,2.0,173.38391281285587
1100.0,240.0,18.46153846153846,224371.0,,7,0.06666666666666667,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,205.95891281285586,0.0,7,0.06666666666666667,32.575,346.7678256257118,0.0,173.38391281285587
1101.0,251.0,19.307692307692307,224622.0,,7,0.06972222222222223,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,205.95891281285586,0.0,7,0.06972222222222223,32.575,346.7678256257118,0.0,173.38391281285587
1102.0,262.0,20.153846153846153,224884.0,,7,0.07277777777777777,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,205.95891281285586,0.0,7,0.07277777777777777,32.575,346.7678256257118,0.0,173.38391281285587
1103.0,273.0,19.5,225157.0,,7,0.07583333333333334,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,205.95891281285586,0.0,7,0.07583333333333334,32.575,346.7678256257118,0.0,173.38391281285587
1104.0,284.0,20.285714285714285,225441.0,,7,0.07888888888888888,0.0,2.0,142.8089128128559,2.0,0,0.0,1.0,2.0,207.95891281285586,2.0,7,0.07888888888888888,32.575,350.7678256257118,2.0,175.38391281285587
1105.0,295.0,19.666666666666668,225736.0,,7,0.08194444444444444,0.0,0.0,142.8089128128559,0.0,0,0.0,1.0,0.0,207.95891281285586,0.0,7,0.08194444444444444,32.575,350.7678256257118,0.0,175.38391281285587
1106.0,306.0,20.4,226042.0,,7,0.085,0.0,-2.0,140.8089128128559,-2.0,0,0.0,1.0,2.0,209.95891281285586,2.0,7,0.085,34.575,350.7678256257118,0.0,175.38391281285587
1107.0,317.0,21.133333333333333,226359.0,,7,0.08805555555555555,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.08805555555555555,34.575,350.7678256257118,0.0,175.38391281285587
1108.0,328.0,21.866666666666667,226687.0,,7,0.09111111111111111,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.09111111111111111,34.575,350.7678256257118,0.0,175.38391281285587
1109.0,339.0,22.6,227026.0,,7,0.09416666666666666,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.09416666666666666,34.575,350.7678256257118,0.0,175.38391281285587
1110.0,350.0,23.333333333333332,227376.0,,7,0.09722222222222222,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.09722222222222222,34.575,350.7678256257118,0.0,175.38391281285587
1111.0,361.0,24.066666666666666,227737.0,,7,0.10027777777777777,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.10027777777777777,34.575,350.7678256257118,0.0,175.38391281285587
1112.0,372.0,24.8,228109.0,,7,0.10333333333333333,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.10333333333333333,34.575,350.7678256257118,0.0,175.38391281285587
1113.0,383.0,25.533333333333335,228492.0,,7,0.1063888888888889,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.1063888888888889,34.575,350.7678256257118,0.0,175.38391281285587
1114.0,394.0,28.142857142857142,228886.0,,7,0.10944444444444444,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.10944444444444444,34.575,350.7678256257118,0.0,175.38391281285587
1115.0,405.0,28.928571428571427,229291.0,,7,0.1125,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.1125,34.575,350.7678256257118,0.0,175.38391281285587
1116.0,416.0,29.714285714285715,229707.0,,7,0.11555555555555555,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.11555555555555555,34.575,350.7678256257118,0.0,175.38391281285587
1117.0,427.0,30.5,230134.0,,7,0.11861111111111111,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.11861111111111111,34.575,350.7678256257118,0.0,175.38391281285587
1118.0,438.0,31.285714285714285,230572.0,,7,0.12166666666666667,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.12166666666666667,34.575,350.7678256257118,0.0,175.38391281285587
1119.0,449.0,34.53846153846154,231021.0,,7,0.12472222222222222,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.12472222222222222,34.575,350.7678256257118,0.0,175.38391281285587
1120.0,460.0,35.38461538461539,231481.0,,7,0.12777777777777777,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.12777777777777777,34.575,350.7678256257118,0.0,175.38391281285587
1121.0,471.0,36.23076923076923,231952.0,,7,0.13083333333333333,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.13083333333333333,34.575,350.7678256257118,0.0,175.38391281285587
1122.0,482.0,37.07692307692308,232434.0,,7,0.1338888888888889,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.1338888888888889,34.575,350.7678256257118,0.0,175.38391281285587
1123.0,494.0,38.0,232928.0,,7,0.13722222222222222,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.13722222222222222,34.575,350.7678256257118,0.0,175.38391281285587
1124.0,506.0,38.92307692307692,233434.0,,7,0.14055555555555554,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.14055555555555554,34.575,350.7678256257118,0.0,175.38391281285587
1125.0,518.0,39.84615384615385,233952.0,,7,0.1438888888888889,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.1438888888888889,34.575,350.7678256257118,0.0,175.38391281285587
1126.0,530.0,40.76923076923077,234482.0,,7,0.14722222222222223,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.14722222222222223,34.575,350.7678256257118,0.0,175.38391281285587
1127.0,542.0,41.69230769230769,235024.0,,7,0.15055555555555555,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.15055555555555555,34.575,350.7678256257118,0.0,175.38391281285587
1128.0,554.0,42.61538461538461,235578.0,,7,0.15388888888888888,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.15388888888888888,34.575,350.7678256257118,0.0,175.38391281285587
1129.0,566.0,43.53846153846154,236144.0,,7,0.15722222222222224,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.15722222222222224,34.575,350.7678256257118,0.0,175.38391281285587
1130.0,578.0,44.46153846153846,236722.0,,7,0.16055555555555556,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.16055555555555556,34.575,350.7678256257118,0.0,175.38391281285587
1131.0,590.0,45.38461538461539,237312.0,,7,0.1638888888888889,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.1638888888888889,34.575,350.7678256257118,0.0,175.38391281285587
1132.0,602.0,46.30769230769231,237914.0,,7,0.16722222222222222,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.16722222222222222,34.575,350.7678256257118,0.0,175.38391281285587
1133.0,614.0,43.857142857142854,238528.0,,7,0.17055555555555554,0.0,0.0,140.8089128128559,0.0,0,0.0,1.0,0.0,209.95891281285586,0.0,7,0.17055555555555554,34.575,350.7678256257118,0.0,175.38391281285587
1134.0,626.0,44.714285714285715,239154.0,,7,0.1738888888888889,0.0,2.0,142.8089128128559,2.0,0,0.0,1.0,2.0,211.95891281285586,2.0,7,0.1738888888888889,34.575,354.7678256257118,2.0,177.38391281285587
1135.0,638.0,42.53333333333333,239792.0,,7,0.17722222222222223,0.0,0.0,142.8089128128559,0.0,0,0.0,1.0,0.0,211.95891281285586,0.0,7,0.17722222222222223,34.575,354.7678256257118,0.0,177.38391281285587
1136.0,650.0,43.333333333333336,240442.0,,7,0.18055555555555555,0.0,1.3607370835644517,144.16964989642037,1.3607370835644517,0,0.0,1.0,1.3607370835644517,213.31964989642032,1.3607370835644517,7,0.18055555555555555,34.575,357.4892997928407,1.3607370835644517,178.74464989642033
1137.0,662.0,44.13333333333333,241104.0,,7,0.18388888888888888,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.18388888888888888,34.575,357.4892997928407,0.0,178.74464989642033
1138.0,674.0,44.93333333333333,241778.0,,7,0.18722222222222223,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.18722222222222223,34.575,357.4892997928407,0.0,178.74464989642033
1139.0,686.0,45.733333333333334,242464.0,,7,0.19055555555555556,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.19055555555555556,34.575,357.4892997928407,0.0,178.74464989642033
1140.0,698.0,46.53333333333333,243162.0,,7,0.1938888888888889,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.1938888888888889,34.575,357.4892997928407,0.0,178.74464989642033
1141.0,710.0,47.333333333333336,243872.0,,7,0.19722222222222222,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.19722222222222222,34.575,357.4892997928407,0.0,178.74464989642033
1142.0,722.0,48.13333333333333,244594.0,,7,0.20055555555555554,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.20055555555555554,34.575,357.4892997928407,0.0,178.74464989642033
1143.0,734.0,48.93333333333333,245328.0,,7,0.2038888888888889,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.2038888888888889,34.575,357.4892997928407,0.0,178.74464989642033
1144.0,746.0,49.733333333333334,246074.0,,7,0.20722222222222222,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.20722222222222222,34.575,357.4892997928407,0.0,178.74464989642033
1145.0,758.0,50.53333333333333,246832.0,,7,0.21055555555555555,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.21055555555555555,34.575,357.4892997928407,0.0,178.74464989642033
1146.0,770.0,51.333333333333336,247602.0,,7,0.21388888888888888,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.21388888888888888,34.575,357.4892997928407,0.0,178.74464989642033
1147.0,782.0,52.13333333333333,248384.0,,7,0.21722222222222223,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.21722222222222223,34.575,357.4892997928407,0.0,178.74464989642033
1148.0,794.0,52.93333333333333,249178.0,,7,0.22055555555555556,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.22055555555555556,34.575,357.4892997928407,0.0,178.74464989642033
1149.0,806.0,57.57142857142857,249984.0,,7,0.2238888888888889,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.2238888888888889,34.575,357.4892997928407,0.0,178.74464989642033
1150.0,818.0,58.42857142857143,250802.0,,7,0.22722222222222221,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.22722222222222221,34.575,357.4892997928407,0.0,178.74464989642033
1151.0,830.0,63.84615384615385,251632.0,,7,0.23055555555555557,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.23055555555555557,34.575,357.4892997928407,0.0,178.74464989642033
1152.0,842.0,64.76923076923077,252474.0,,7,0.2338888888888889,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.2338888888888889,34.575,357.4892997928407,0.0,178.74464989642033
1153.0,855.0,65.76923076923077,253329.0,,7,0.2375,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,7,0.2375,34.575,357.4892997928407,0.0,178.74464989642033
1154.0,866.0,66.61538461538461,254195.0,,6,0.24055555555555555,0.0,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,6,0.24055555555555555,34.575,357.4892997928407,0.0,178.74464989642033
1155.0,796.0,61.23076923076923,254991.0,,5,0.22111111111111112,0.15922056384742866,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,5,0.22111111111111112,34.575,357.4892997928407,0.0,178.74464989642033
1156.0,725.0,55.76923076923077,255716.0,,4,0.2013888888888889,0.33053422085680056,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,4,0.2013888888888889,34.575,357.4892997928407,0.0,178.74464989642033
1157.0,653.0,50.23076923076923,256369.0,,3,0.18138888888888888,0.4838805782920937,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,3,0.18138888888888888,34.575,357.4892997928407,0.0,178.74464989642033
1158.0,580.0,44.61538461538461,256949.0,,2,0.16111111111111112,0.6418383183118789,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,2,0.16111111111111112,34.575,357.4892997928407,0.0,178.74464989642033
1159.0,506.0,38.92307692307692,257455.0,,1,0.14055555555555554,0.785575844629963,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,1,0.14055555555555554,34.575,357.4892997928407,0.0,178.74464989642033
1160.0,431.0,33.15384615384615,257886.0,,0,0.11972222222222222,0.9385613443848791,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,0,0.11972222222222222,34.575,357.4892997928407,0.0,178.74464989642033
1161.0,355.0,27.307692307692307,258241.0,,0,0.09861111111111111,0.9411334092511012,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,0,0.09861111111111111,34.575,357.4892997928407,0.0,178.74464989642033
1162.0,278.0,21.384615384615383,258519.0,,0,0.07722222222222222,0.8591931107436358,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,0,0.07722222222222222,34.575,357.4892997928407,0.0,178.74464989642033
1163.0,200.0,15.384615384615385,258719.0,,1,0.05555555555555555,0.7581685304117879,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,1,0.05555555555555555,34.575,357.4892997928407,0.0,178.74464989642033
1164.0,123.0,9.461538461538462,258842.0,,2,0.034166666666666665,0.6188147396753144,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,2,0.034166666666666665,34.575,357.4892997928407,0.0,178.74464989642033
1165.0,46.0,3.5384615384615383,258888.0,,3,0.012777777777777779,0.48629735712689237,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,3,0.012777777777777779,34.575,357.4892997928407,0.0,178.74464989642033
1166.0,6.0,0.42857142857142855,258894.0,,4,0.0016666666666666668,0.35459593413222834,0.0,144.16964989642037,0.0,0,0.0,1.0,0.0,213.31964989642032,0.0,4,0.0016666666666666668,34.575,357.4892997928407,0.0,178.74464989642033
1167.0,10.0,0.7142857142857143,258904.0,,5,0.002777777777777778,0.229105202335717,0.7097059401213391,144.87935583654172,0.7097059401213391,0,0.0,1.0,0.7097059401213391,214.02935583654167,0.7097059401213391,5,0.002777777777777778,34.575,358.9087116730834,0.7097059401213391,179.45435583654168
1168.0,15.0,1.0714285714285714,258919.0,,6,0.004166666666666667,0.09597466572835921,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,6,0.004166666666666667,34.575,358.9087116730834,0.0,179.45435583654168
1169.0,21.0,1.5,258940.0,,7,0.005833333333333334,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.005833333333333334,34.575,358.9087116730834,0.0,179.45435583654168
1170.0,28.0,2.0,258968.0,,7,0.0077777777777777776,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.0077777777777777776,34.575,358.9087116730834,0.0,179.45435583654168
1171.0,36.0,2.769230769230769,259004.0,,7,0.01,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.01,34.575,358.9087116730834,0.0,179.45435583654168
1172.0,44.0,3.3846153846153846,259048.0,,7,0.012222222222222223,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.012222222222222223,34.575,358.9087116730834,0.0,179.45435583654168
1173.0,53.0,4.076923076923077,259101.0,,7,0.014722222222222222,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.014722222222222222,34.575,358.9087116730834,0.0,179.45435583654168
1174.0,63.0,4.846153846153846,259164.0,,7,0.0175,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.0175,34.575,358.9087116730834,0.0,179.45435583654168
1175.0,74.0,5.285714285714286,259238.0,,7,0.020555555555555556,0.0,0.0,144.87935583654172,0.0,0,0.0,1.0,0.0,214.02935583654167,0.0,7,0.020555555555555556,34.575,358.9087116730834,0.0,179.45435583654168
1176.0,85.0,6.071428571428571,259323.0,,7,0.02361111111111111,0.0,1.9589840940248917,146.8383399305666,1.9589840940248917,0,0.0,1.0,1.9589840940248917,215.98833993056655,1.9589840940248917,7,0.02361111111111111,34.575,362.82667986113313,1.9589840940248917,181.41333993056656
1177.0,96.0,6.4,259419.0,,7,0.02666666666666667,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,215.98833993056655,0.0,7,0.02666666666666667,34.575,362.82667986113313,0.0,181.41333993056656
1178.0,107.0,7.133333333333334,259526.0,,7,0.029722222222222223,0.0,2.0,148.8383399305666,2.0,0,0.0,1.0,2.0,217.98833993056655,2.0,7,0.029722222222222223,34.575,366.82667986113313,2.0,183.41333993056656
1179.0,118.0,7.866666666666666,259644.0,,7,0.03277777777777778,0.0,0.0,148.8383399305666,0.0,0,0.0,1.0,0.0,217.98833993056655,0.0,7,0.03277777777777778,34.575,366.82667986113313,0.0,183.41333993056656
1180.0,129.0,8.0625,259773.0,,7,0.035833333333333335,0.0,0.0,148.8383399305666,0.0,0,0.0,1.0,0.0,217.98833993056655,0.0,7,0.035833333333333335,34.575,366.82667986113313,0.0,183.41333993056656
1181.0,140.0,8.75,259913.0,,7,0.03888888888888889,0.0,-2.0,146.8383399305666,-2.0,0,0.0,1.0,2.0,219.98833993056655,2.0,7,0.03888888888888889,36.575,366.82667986113313,0.0,183.41333993056656
1182.0,151.0,10.066666666666666,260064.0,,7,0.041944444444444444,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.041944444444444444,36.575,366.82667986113313,0.0,183.41333993056656
1183.0,162.0,10.8,260226.0,,7,0.045,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.045,36.575,366.82667986113313,0.0,183.41333993056656
1184.0,173.0,11.533333333333333,260399.0,,7,0.04805555555555555,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.04805555555555555,36.575,366.82667986113313,0.0,183.41333993056656
1185.0,184.0,12.266666666666667,260583.0,,7,0.051111111111111114,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.051111111111111114,36.575,366.82667986113313,0.0,183.41333993056656
1186.0,195.0,13.0,260778.0,,7,0.05416666666666667,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.05416666666666667,36.575,366.82667986113313,0.0,183.41333993056656
1187.0,206.0,13.733333333333333,260984.0,,7,0.05722222222222222,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.05722222222222222,36.575,366.82667986113313,0.0,183.41333993056656
1188.0,217.0,14.466666666666667,261201.0,,7,0.06027777777777778,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.06027777777777778,36.575,366.82667986113313,0.0,183.41333993056656
1189.0,228.0,15.2,261429.0,,7,0.06333333333333334,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.06333333333333334,36.575,366.82667986113313,0.0,183.41333993056656
1190.0,239.0,15.933333333333334,261668.0,,7,0.06638888888888889,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.06638888888888889,36.575,366.82667986113313,0.0,183.41333993056656
1191.0,250.0,16.666666666666668,261918.0,,7,0.06944444444444445,0.0,0.0,146.8383399305666,0.0,0,0.0,1.0,0.0,219.98833993056655,0.0,7,0.06944444444444445,36.575,366.82667986113313,0.0,183.41333993056656
1192.0,261.0,17.4,262179.0,,7,0.0725,0.0,-2.0,144.8383399305666,-2.0,0,0.0,1.0,2.0,221.98833993056655,2.0,7,0.0725,38.575,366.82667986113313,0.0,183.41333993056656
1193.0,272.0,19.428571428571427,262451.0,,7,0.07555555555555556,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.07555555555555556,38.575,366.82667986113313,0.0,183.41333993056656
1194.0,283.0,20.214285714285715,262734.0,,7,0.07861111111111112,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.07861111111111112,38.575,366.82667986113313,0.0,183.41333993056656
1195.0,294.0,21.0,263028.0,,7,0.08166666666666667,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.08166666666666667,38.575,366.82667986113313,0.0,183.41333993056656
1196.0,305.0,21.785714285714285,263333.0,,7,0.08472222222222223,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.08472222222222223,38.575,366.82667986113313,0.0,183.41333993056656
1197.0,316.0,22.571428571428573,263649.0,,7,0.08777777777777777,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.08777777777777777,38.575,366.82667986113313,0.0,183.41333993056656
1198.0,327.0,23.357142857142858,263976.0,,7,0.09083333333333334,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.09083333333333334,38.575,366.82667986113313,0.0,183.41333993056656
1199.0,338.0,24.142857142857142,264314.0,,7,0.09388888888888888,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.09388888888888888,38.575,366.82667986113313,0.0,183.41333993056656
1200.0,349.0,24.928571428571427,264663.0,,7,0.09694444444444444,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.09694444444444444,38.575,366.82667986113313,0.0,183.41333993056656
1201.0,360.0,25.714285714285715,265023.0,,7,0.1,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.1,38.575,366.82667986113313,0.0,183.41333993056656
1202.0,371.0,26.5,265394.0,,7,0.10305555555555555,0.0,0.0,144.8383399305666,0.0,0,0.0,1.0,0.0,221.98833993056655,0.0,7,0.10305555555555555,38.575,366.82667986113313,0.0,183.41333993056656
