step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
2.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
3.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
4.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
5.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
6.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
7.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
8.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
9.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
10.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
11.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
12.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
13.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
14.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
15.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
16.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
17.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
18.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
19.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
20.0,0.0,0.0,35859301.0,,0.0,0.0,25889.211270674678,-8.881784197001252e-16,0.0,0.0,28557.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100556.18134620856,0.0,25139.045336552128
21.0,0.0,0.0,35859301.0,,0.0,2.0,25891.211270674678,1.9999999999999991,0.0,2.0,28559.652319163408,1.9999999999999991,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100560.18134620856,1.0,25140.045336552128
22.0,0.0,0.0,35859301.0,,0.0,0.0,25891.211270674678,-8.881784197001252e-16,0.0,0.0,28559.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100560.18134620856,0.0,25140.045336552128
23.0,0.0,0.0,35859301.0,,0.0,0.0,25891.211270674678,-8.881784197001252e-16,0.0,0.0,28559.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100560.18134620856,0.0,25140.045336552128
24.0,0.0,0.0,35859301.0,,0.0,0.0,25891.211270674678,-8.881784197001252e-16,0.0,0.0,28559.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100560.18134620856,0.0,25140.045336552128
25.0,0.0,0.0,35859301.0,,0.0,2.0,25893.211270674678,1.9999999999999991,0.0,2.0,28561.652319163408,1.9999999999999991,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,1.0,25141.045336552128
26.0,0.0,0.0,35859301.0,,0.0,0.0,25893.211270674678,-8.881784197001252e-16,0.0,0.0,28561.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,0.0,25141.045336552128
27.0,0.0,0.0,35859301.0,,0.0,0.0,25893.211270674678,-8.881784197001252e-16,0.0,0.0,28561.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,0.0,25141.045336552128
28.0,0.0,0.0,35859301.0,,0.0,0.0,25893.211270674678,-8.881784197001252e-16,0.0,0.0,28561.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,0.0,25141.045336552128
29.0,0.0,0.0,35859301.0,,0.0,0.0,25893.211270674678,-8.881784197001252e-16,0.0,0.0,28561.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,0.0,25141.045336552128
30.0,0.0,0.0,35859301.0,,0.0,0.0,25893.211270674678,-8.881784197001252e-16,0.0,0.0,28561.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100564.18134620856,0.0,25141.045336552128
31.0,0.0,0.0,35859301.0,,0.0,2.0,25895.211270674678,1.9999999999999991,0.0,2.0,28563.652319163408,1.9999999999999991,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100568.18134620856,1.0,25142.045336552128
32.0,0.0,0.0,35859301.0,,0.0,0.0,25895.211270674678,-8.881784197001252e-16,0.0,0.0,28563.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100568.18134620856,0.0,25142.045336552128
33.0,0.0,0.0,35859301.0,,0.0,0.0,25895.211270674678,-8.881784197001252e-16,0.0,0.0,28563.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100568.18134620856,0.0,25142.045336552128
34.0,0.0,0.0,35859301.0,,0.0,0.0,25895.211270674678,-8.881784197001252e-16,0.0,0.0,28563.652319163408,-8.881784197001252e-16,0.0,0.0,23420.28178148481,-1.1102230246251565e-15,0.0,0.0,22689.03597488565,-8.881784197001252e-16,0.0,3330.477295654638,100568.18134620856,0.0,25142.045336552128
