episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
nan,nan,nan,nan,0,0,1,0,0,10997,6400,11000,6400,1000,640,11000,640,10997,False,0,11,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_02-59-55,1682733595,3.9308981895446777,49.59464073181152,37547,gold53.cluster.local,10.13.39.108,49.59464073181152,0,11,111.90236783027649,11000,6400,10997,6400,nan,nan,nan,nan,0,0,[],[],194.129,11000,6400,10997,6400,34.68,10.579999999999998,[],[]
nan,nan,nan,nan,0,0,1,0,0,11997,7040,12000,7040,1000,640,12000,640,11997,False,0,12,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_02-59-59,1682733599,4.17671537399292,53.77135610580444,37547,gold53.cluster.local,10.13.39.108,53.77135610580444,0,12,111.90236783027649,12000,7040,11997,7040,nan,nan,nan,nan,0,0,[],[],201.621,12000,7040,11997,7040,34.86666666666666,10.283333333333333,[],[]
nan,nan,nan,nan,0,0,1,0,0,12997,7680,13000,7680,1000,640,13000,640,12997,False,0,13,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-03,1682733603,3.8763680458068848,57.64772415161133,37547,gold53.cluster.local,10.13.39.108,57.64772415161133,0,13,111.90236783027649,13000,7680,12997,7680,nan,nan,nan,nan,0,0,[],[],196.587,13000,7680,12997,7680,35.8,10.299999999999999,[],[]
nan,nan,nan,nan,0,0,1,0,0,13997,8320,14000,8320,1000,640,14000,640,13997,False,0,14,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-07,1682733607,3.8222875595092773,61.470011711120605,37547,gold53.cluster.local,10.13.39.108,61.470011711120605,0,14,111.90236783027649,14000,8320,13997,8320,nan,nan,nan,nan,0,0,[],[],192.5,14000,8320,13997,8320,36.26,10.379999999999999,[],[]
nan,nan,nan,nan,0,0,1,0,0,14997,8960,15000,8960,1000,640,15000,640,14997,False,0,15,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-11,1682733611,3.7377073764801025,65.20771908760071,37547,gold53.cluster.local,10.13.39.108,65.20771908760071,0,15,111.90236783027649,15000,8960,14997,8960,nan,nan,nan,nan,0,0,[],[],191.641,15000,8960,14997,8960,37.1,10.55,[],[]
nan,nan,nan,nan,0,0,1,0,0,15997,9600,16000,9600,1000,640,16000,640,15997,False,0,16,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-14,1682733614,3.596194267272949,68.80391335487366,37547,gold53.cluster.local,10.13.39.108,68.80391335487366,0,16,111.90236783027649,16000,9600,15997,9600,nan,nan,nan,nan,0,0,[],[],183.18,16000,9600,15997,9600,35.459999999999994,10.52,[],[]
nan,nan,nan,nan,0,0,1,0,0,16997,10240,17000,10240,1000,640,17000,640,16997,False,0,17,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-18,1682733618,3.688809394836426,72.49272274971008,37547,gold53.cluster.local,10.13.39.108,72.49272274971008,0,17,111.90236783027649,17000,10240,16997,10240,nan,nan,nan,nan,0,0,[],[],193.084,17000,10240,16997,10240,33.84,10.3,[],[]
nan,nan,nan,nan,0,0,1,0,0,17997,10880,18000,10880,1000,640,18000,640,17997,False,0,18,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-22,1682733622,3.7671830654144287,76.25990581512451,37547,gold53.cluster.local,10.13.39.108,76.25990581512451,0,18,111.90236783027649,18000,10880,17997,10880,nan,nan,nan,nan,0,0,[],[],183.733,18000,10880,17997,10880,33.95,10.299999999999999,[],[]
nan,nan,nan,nan,0,0,1,0,0,18997,11520,19000,11520,1000,640,19000,640,18997,False,0,19,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-26,1682733626,3.7757978439331055,80.03570365905762,37547,gold53.cluster.local,10.13.39.108,80.03570365905762,0,19,111.90236783027649,19000,11520,18997,11520,nan,nan,nan,nan,0,0,[],[],177.3,19000,11520,18997,11520,33.92,10.42,[],[]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,1,0,1,0,0,20000,12160,20000,12160,1000,640,20000,640,20000,False,1,20,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-31,1682733631,4.802212476730347,84.83791613578796,37547,gold53.cluster.local,10.13.39.108,84.83791613578796,0,20,111.90236783027649,20000,12160,20000,12160,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,1,0,[2527.9249072251678],[20000],276.59,20000,12160,20000,12160,33.84285714285715,10.6,[2527.9249072251678],[20000]
