episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/0/learner_stats/cur_kl_coeff,info/learner/0/learner_stats/cur_lr,info/learner/0/learner_stats/total_loss,info/learner/0/learner_stats/policy_loss,info/learner/0/learner_stats/vf_loss,info/learner/0/learner_stats/vf_explained_var,info/learner/0/learner_stats/kl,info/learner/0/learner_stats/entropy,info/learner/0/learner_stats/entropy_coeff
2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,1,0,0,83991,83991,84000,84000,4000,4000,84000,4000,83991,False,1,21,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-24-11,1682735051,15.82537579536438,1125.9399120807648,290241,gold57.cluster.local,10.13.39.112,1125.9399120807648,0,21,107.48522067070007,84000,84000,83991,83991,2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,[2189.0421915233196],[50000],39252.902,419.634,9532.12,2.714,84000,84000,83991,83991,15.331818181818182,5.400000000000002,[2189.0421915233196],[50000],0.0015625000232830644,0.0010000000474974513,1.8902451,-0.0010520319,1.8912926,0.108828686,0.0028315121,0.64015335,0.0
2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,1,0,0,87991,87991,88000,88000,4000,4000,88000,4000,87991,False,1,22,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-24-26,1682735066,14.891312599182129,1140.831224679947,290241,gold57.cluster.local,10.13.39.112,1140.831224679947,0,22,107.48522067070007,88000,88000,87991,87991,2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,[2189.0421915233196],[50000],23994.649,424.598,9420.677,2.487,88000,88000,87991,87991,15.561904761904765,5.400000000000001,[2189.0421915233196],[50000],0.0007812500116415322,0.0010000000474974513,1.9192669,-0.001887716,1.921149,0.10857427,0.006937994,0.6492795,0.0
2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,1,0,0,91991,91991,92000,92000,4000,4000,92000,4000,91991,False,1,23,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-24-41,1682735081,14.989372968673706,1155.8205976486206,290241,gold57.cluster.local,10.13.39.112,1155.8205976486206,0,23,107.48522067070007,92000,92000,91991,91991,2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,[2189.0421915233196],[50000],15364.166,423.239,9450.934,2.444,92000,92000,91991,91991,15.486363636363633,5.400000000000002,[2189.0421915233196],[50000],0.0007812500116415322,0.0010000000474974513,1.9780395,-0.0036446333,1.9816761,0.089296475,0.010067997,0.6419207,0.0
2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,1,0,0,95991,95991,96000,96000,4000,4000,96000,4000,95991,False,1,24,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-24-57,1682735097,15.709877490997314,1171.530475139618,290241,gold57.cluster.local,10.13.39.112,1171.530475139618,0,24,107.48522067070007,96000,96000,95991,95991,2189.0421915233196,2189.0421915233196,2189.0421915233196,50000.0,0,0,[2189.0421915233196],[50000],15456.208,418.963,9547.389,2.461,96000,96000,95991,95991,15.44090909090909,5.400000000000002,[2189.0421915233196],[50000],0.0007812500116415322,0.0010000000474974513,1.7509029,-0.0019138344,1.7528114,0.101272486,0.006936837,0.623137,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,1,0,1,0,0,100000,100000,100000,100000,4000,4000,100000,4000,100000,False,2,25,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-25-21,1682735121,24.42449426651001,1195.954969406128,290241,gold57.cluster.local,10.13.39.112,1195.954969406128,0,25,107.48522067070007,100000,100000,100000,100000,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,1,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",16411.36,425.738,9395.453,2.458,100000,100000,100000,100000,15.291428571428574,5.400000000000001,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.0007812500116415322,0.0010000000474974513,1.4439547,0.00026374217,1.4436888,0.09823699,0.0027612676,0.6399659,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,1,0,0,103991,103991,104000,104000,4000,4000,104000,4000,103991,False,2,26,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-25-35,1682735135,13.482980489730835,1209.4379498958588,290241,gold57.cluster.local,10.13.39.112,1209.4379498958588,0,26,107.48522067070007,104000,104000,103991,103991,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",16279.755,422.557,9466.176,2.447,104000,104000,103991,103991,15.457894736842107,5.400000000000001,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.0003906250058207661,0.0010000000474974513,1.6840551,4.168218e-05,1.684012,0.121759474,0.0036879324,0.6449992,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,1,0,0,107991,107991,108000,108000,4000,4000,108000,4000,107991,False,2,27,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-25-53,1682735153,17.736916542053223,1227.174866437912,290241,gold57.cluster.local,10.13.39.112,1227.174866437912,0,27,107.48522067070007,108000,108000,107991,107991,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",16532.871,420.908,9503.272,2.438,108000,108000,107991,107991,15.364,5.400000000000001,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.00019531250291038305,0.0010000000474974513,1.4081428,-0.0025703586,1.4107113,0.11081667,0.010487601,0.6571001,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,1,0,0,111991,111991,112000,112000,4000,4000,112000,4000,111991,False,2,28,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-26-19,1682735179,26.286991596221924,1253.461858034134,290241,gold57.cluster.local,10.13.39.112,1253.461858034134,0,28,107.48522067070007,112000,112000,111991,111991,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",17486.319,417.568,9579.276,2.429,112000,112000,111991,111991,15.313157894736841,5.400000000000001,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.00019531250291038305,0.0010000000474974513,1.3817753,-0.0026619986,1.3844353,0.0880152,0.01062764,0.6541742,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,1,0,0,115991,115991,116000,116000,4000,4000,116000,4000,115991,False,2,29,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-26-51,1682735211,32.05625796318054,1285.5181159973145,290241,gold57.cluster.local,10.13.39.112,1285.5181159973145,0,29,107.48522067070007,116000,116000,115991,115991,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",19107.839,418.262,9563.389,2.587,116000,116000,115991,115991,15.228888888888891,5.4,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.00019531250291038305,0.0010000000474974513,1.7016175,-0.0021720994,1.703788,0.09605314,0.0069077522,0.6321894,0.0
5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,1,0,0,119991,119991,120000,120000,4000,4000,120000,4000,119991,False,2,30,de72d_00000,3b863b0beb92405da9f6e3c45f2101cf,2023-04-29_03-27-26,1682735246,35.36651539802551,1320.88463139534,290241,gold57.cluster.local,10.13.39.112,1320.88463139534,0,30,107.48522067070007,120000,120000,119991,119991,5192.432439296336,2189.0421915233196,3690.7373154098277,50000.0,0,0,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",21072.077,417.599,9578.563,2.515,120000,120000,119991,119991,15.170588235294119,5.399999999999999,"[2189.0421915233196, 5192.432439296336]","[50000, 50000]",0.00019531250291038305,0.0010000000474974513,1.5453978,-0.0012448118,1.5466415,0.100116655,0.006194256,0.59688747,0.0
