step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
2.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
3.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
4.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
5.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
6.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
7.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
8.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
9.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
10.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
11.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
12.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
13.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
14.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
15.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
16.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
17.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
18.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
19.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
20.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
21.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
22.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
23.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
24.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
25.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
26.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
27.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
28.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
29.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
30.0,0.0,0.0,1025371.0,,0,0.0,0.0,261.0161228880616,-2.220446049250313e-16,0,0.0,0.0,212.48720851713722,0.0,0,0.0,165.22775742360602,473.5033314051988,0.0,236.7516657025994
