step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
2.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
3.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
4.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
5.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
6.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
7.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
8.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
9.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
10.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
11.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
12.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
13.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
14.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
15.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
16.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
17.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
18.0,0.0,0.0,1155885.0,,0,0.0,0.0,616.6416479895546,0.0,0,0.0,0.0,554.2927339330868,0.0,0,0.0,219.61077780104512,1170.9343819226415,0.0,585.4671909613213
