step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
2.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
3.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
4.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
5.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
6.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
7.0,0.0,0.0,15023520.0,,0,0.0,0.0,4363.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8525.292292936603,0.0,4262.646146468296
8.0,0.0,0.0,15023520.0,,0,0.0,2.0,4365.269679540358,1.9999999999999998,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8527.292292936603,1.0,4263.646146468296
9.0,0.0,0.0,15023520.0,,0,0.0,0.0,4365.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8527.292292936603,0.0,4263.646146468296
10.0,0.0,0.0,15023520.0,,0,0.0,0.0,4365.269679540358,-2.220446049250313e-16,0,0.0,0.0,4162.022613396246,0.0,0,0.0,539.1020217753887,8527.292292936603,0.0,4263.646146468296
