step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
2.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
3.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
4.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
5.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
6.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
7.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
8.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
9.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
10.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
11.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
12.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
13.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
14.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
15.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
16.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
17.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
18.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
19.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
20.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
21.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
22.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
23.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
24.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
25.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
26.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
27.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
28.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
29.0,0.0,0.0,13796815.0,,0,0.0,0.0,3625.6895466656174,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7084.241529420233,0.0,3542.120764710112
30.0,0.0,0.0,13796815.0,,0,0.0,1.9651595036525003,3627.65470616927,1.9651595036524998,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.9825797518262501,3543.103344461938
31.0,0.0,0.0,13796815.0,,0,0.0,0.0,3627.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.0,3543.103344461938
32.0,0.0,0.0,13796815.0,,0,0.0,0.0,3627.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.0,3543.103344461938
33.0,0.0,0.0,13796815.0,,0,0.0,0.0,3627.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.0,3543.103344461938
34.0,0.0,0.0,13796815.0,,0,0.0,0.0,3627.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.0,3543.103344461938
35.0,0.0,0.0,13796815.0,,0,0.0,0.0,3627.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7086.206688923885,0.0,3543.103344461938
36.0,0.0,0.0,13796815.0,,0,0.0,2.0,3629.65470616927,1.9999999999999996,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7088.206688923885,1.0,3544.103344461938
37.0,0.0,0.0,13796815.0,,0,0.0,0.0,3629.65470616927,-4.440892098500626e-16,0,0.0,0.0,3458.551982754615,0.0,0,0.0,467.10636130308905,7088.206688923885,0.0,3544.103344461938
