200001.0,0.0,0.0,79728527.0,,0.0,0.0,30391.848037741922,0.0,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1902.5929339972386,59621.96239227808,0.0,29810.98119613872
200002.0,0.0,0.0,79728527.0,,0.0,-1.974745242992713,30389.87329249893,-1.974745242992713,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1904.5676792402312,59619.98764703509,-0.9873726214963565,29809.993823517223
200003.0,0.0,0.0,79728527.0,,0.0,0.0,30389.87329249893,0.0,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1904.5676792402312,59619.98764703509,0.0,29809.993823517223
200004.0,0.0,0.0,79728527.0,,0.0,0.0,30389.87329249893,0.0,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1904.5676792402312,59619.98764703509,0.0,29809.993823517223
200005.0,0.0,0.0,79728527.0,,0.0,0.0,30389.87329249893,0.0,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1904.5676792402312,59619.98764703509,0.0,29809.993823517223
200006.0,0.0,0.0,79728527.0,,0.0,0.0,30389.87329249893,0.0,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1904.5676792402312,59619.98764703509,0.0,29809.993823517223
200007.0,0.0,0.0,79728527.0,,0.0,-1.4522346636647874,30388.421057835265,-1.4522346636647874,0.0,0.0,29230.11435453616,-2.220446049250313e-16,0.0,1906.019913903896,59618.53541237142,-0.7261173318323937,29809.26770618539
200008.0,0.0,0.0,79728527.0,,0.0,0.0,30388.421057835265,0.0,0.0,1.9759701742935751,29232.090324710454,1.975970174293575,0.0,1906.019913903896,59620.51138254572,0.9879850871467876,29810.255691272538
200009.0,0.0,0.0,79728527.0,,0.0,0.0,30388.421057835265,0.0,0.0,0.0,29232.090324710454,-2.220446049250313e-16,0.0,1906.019913903896,59620.51138254572,0.0,29810.255691272538
200010.0,0.0,0.0,79728527.0,,0.0,0.0,30388.421057835265,0.0,0.0,0.0,29232.090324710454,-2.220446049250313e-16,0.0,1906.019913903896,59620.51138254572,0.0,29810.255691272538
200011.0,0.0,0.0,79728527.0,,0.0,1.8378093130651882,30390.25886714833,1.8378093130651882,0.0,0.0,29232.090324710454,-2.220446049250313e-16,0.0,1906.019913903896,59622.34919185878,0.9189046565325941,29811.17459592907
200012.0,0.0,0.0,79728527.0,,0.0,0.0,30390.25886714833,0.0,0.0,0.0,29232.090324710454,-2.220446049250313e-16,0.0,1906.019913903896,59622.34919185878,0.0,29811.17459592907
200013.0,0.0,0.0,79728527.0,,0.0,0.0,30390.25886714833,0.0,0.0,1.4576057770738122,29233.54793048753,1.457605777073812,0.0,1906.019913903896,59623.80679763586,0.7288028885369061,29811.90339881761
200014.0,0.0,0.0,79728527.0,,0.0,0.0,30390.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59623.80679763586,0.0,29811.90339881761
200015.0,0.0,0.0,79728527.0,,0.0,2.0,30392.25886714833,2.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,1.0,29812.90339881761
200016.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200017.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200018.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200019.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200020.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200021.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29233.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59625.80679763586,0.0,29812.90339881761
200022.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,2.0,29235.54793048753,1.9999999999999998,0.0,1906.019913903896,59627.80679763586,1.0,29813.90339881761
200023.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29235.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59627.80679763586,0.0,29813.90339881761
200024.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29235.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59627.80679763586,0.0,29813.90339881761
200025.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29235.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59627.80679763586,0.0,29813.90339881761
200026.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29235.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59627.80679763586,0.0,29813.90339881761
200027.0,0.0,0.0,79728527.0,,0.0,0.0,30392.25886714833,0.0,0.0,0.0,29235.54793048753,-2.220446049250313e-16,0.0,1906.019913903896,59627.80679763586,0.0,29813.90339881761
