step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
2.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
3.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
4.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
5.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
6.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
7.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
8.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
9.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
10.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
11.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
12.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
13.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
14.0,0.0,0.0,19068471.0,,0.0,0.0,17694.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67236.35887172795,0.0,16809.089717931667
15.0,0.0,0.0,19068471.0,,0.0,2.0,17696.471649006842,1.9999999999999973,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.5,16809.589717931667
16.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
17.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
18.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
19.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
20.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
21.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
22.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
23.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
24.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17725.898710786507,-4.440892098500626e-16,0.0,0.0,16946.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67238.35887172795,0.0,16809.589717931667
25.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,2.0,17727.898710786507,1.9999999999999996,0.0,2.0,16948.142006697297,2.000000000000001,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,1.0,16810.589717931667
26.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
27.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
28.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
29.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
30.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
31.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
32.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
33.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14869.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67242.35887172795,0.0,16810.589717931667
34.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,2.0,14871.846505237312,1.9999999999999998,0.0,2946.0726922828667,67244.35887172795,0.5,16811.089717931667
35.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
36.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
37.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
38.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
39.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
40.0,0.0,0.0,19068471.0,,0.0,0.0,17696.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67244.35887172795,0.0,16811.089717931667
41.0,0.0,0.0,19068471.0,,0.0,2.0,17698.471649006842,1.9999999999999973,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67246.35887172795,0.5,16811.589717931667
42.0,0.0,0.0,19068471.0,,0.0,0.0,17698.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67246.35887172795,0.0,16811.589717931667
43.0,0.0,0.0,19068471.0,,0.0,2.0,17700.471649006842,1.9999999999999973,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67248.35887172795,0.5,16812.089717931667
44.0,0.0,0.0,19068471.0,,0.0,0.0,17700.471649006842,-2.6645352591003757e-15,0.0,0.0,17727.898710786507,-4.440892098500626e-16,0.0,0.0,16948.142006697297,8.881784197001252e-16,0.0,0.0,14871.846505237312,-2.220446049250313e-16,0.0,2946.0726922828667,67248.35887172795,0.0,16812.089717931667
