step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,10_accumulated_waiting_time,10_reward,10_cumulative_rewards,10_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,5_accumulated_waiting_time,5_reward,5_cumulative_rewards,5_cumulative_diff_rewards,6_accumulated_waiting_time,6_reward,6_cumulative_rewards,6_cumulative_diff_rewards,7_accumulated_waiting_time,7_reward,7_cumulative_rewards,7_cumulative_diff_rewards,8_accumulated_waiting_time,8_reward,8_cumulative_rewards,8_cumulative_diff_rewards,9_accumulated_waiting_time,9_reward,9_cumulative_rewards,9_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,648.0547266426817,-8.881784197001252e-16,0.0,0.0,481.07599858080835,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,403.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,432.19849921341756,5159.702970748637,0.0,515.9702970748541
2.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,2.0,650.0547266426817,1.9999999999999991,0.0,0.0,481.07599858080835,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,2.0,405.2334258233204,2.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,432.19849921341756,5163.702970748637,0.4,516.3702970748541
3.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,481.07599858080835,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,432.19849921341756,5163.702970748637,0.0,516.3702970748541
4.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,481.07599858080835,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,432.19849921341756,5163.702970748637,0.0,516.3702970748541
5.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,-1.6624422369864849,479.4135563438219,-1.662442236986485,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5162.040528511651,-0.1662442236986485,516.2040528511554
6.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5162.040528511651,0.0,516.2040528511554
7.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5162.040528511651,0.0,516.2040528511554
8.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5162.040528511651,0.0,516.2040528511554
9.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,712.2443756039377,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5162.040528511651,0.0,516.2040528511554
10.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,1.9564494853496734,714.2008250892874,1.9564494853496734,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.19564494853496733,516.3996977996904
11.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
12.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
13.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
14.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
15.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
16.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
17.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
18.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
19.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
20.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
21.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
22.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
23.0,0.0,0.0,717522.0,11870.527779746388,0.0,0.0,187.2622284861222,0.0,0.0,0.0,650.0547266426817,-8.881784197001252e-16,0.0,0.0,479.4135563438219,-2.220446049250313e-16,0.0,0.0,1164.791313154771,0.0,0.0,0.0,714.2008250892874,0.0,0.0,0.0,405.2334258233204,0.0,0.0,0.0,437.5146573933005,0.0,0.0,0.0,125.0899255173815,0.0,0.0,0.0,617.1469376948563,-2.220446049250313e-16,0.0,0.0,383.2893818514574,0.0,0.0,433.860941450404,5163.996977997001,0.0,516.3996977996904
