step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,10_accumulated_waiting_time,10_reward,10_cumulative_rewards,10_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,5_accumulated_waiting_time,5_reward,5_cumulative_rewards,5_cumulative_diff_rewards,6_accumulated_waiting_time,6_reward,6_cumulative_rewards,6_cumulative_diff_rewards,7_accumulated_waiting_time,7_reward,7_cumulative_rewards,7_cumulative_diff_rewards,8_accumulated_waiting_time,8_reward,8_cumulative_rewards,8_cumulative_diff_rewards,9_accumulated_waiting_time,9_reward,9_cumulative_rewards,9_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,238.65417714271427,-4.440892098500626e-16,0.0,0.0,177.57677177085927,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,165.92144741307757,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,185.52467293312176,1958.5065517716375,0.0,195.85065517716316
2.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,2.0,240.65417714271427,1.9999999999999996,0.0,0.0,177.57677177085927,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,-1.420314204015123,164.50113320906246,-1.4203142040151233,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.94498713713688,1959.0862375676222,0.05796857959848769,195.90862375676164
3.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.57677177085927,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.94498713713688,1959.0862375676222,0.0,195.90862375676164
4.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.57677177085927,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.94498713713688,1959.0862375676222,0.0,195.90862375676164
5.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,-0.010620103680601319,177.56615166717867,-0.010620103680601319,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1959.0756174639416,-0.0010620103680601318,195.90756174639358
6.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1959.0756174639416,0.0,195.90756174639358
7.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1959.0756174639416,0.0,195.90756174639358
8.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1959.0756174639416,0.0,195.90756174639358
9.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,271.8376027325822,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1959.0756174639416,0.0,195.90756174639358
10.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,1.3147966100099069,273.1523993425921,1.3147966100099069,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1960.3904140739517,0.13147966100099068,196.03904140739456
11.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,273.1523993425921,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1960.3904140739517,0.0,196.03904140739456
12.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,273.1523993425921,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1960.3904140739517,0.0,196.03904140739456
13.0,0.0,0.0,364323.0,6826.0535254377955,0.0,0.0,66.24946704485184,0.0,0.0,0.0,240.65417714271427,-4.440892098500626e-16,0.0,0.0,177.56615166717867,0.0,0.0,0.0,444.5626448404108,0.0,0.0,0.0,273.1523993425921,0.0,0.0,0.0,164.50113320906246,-2.220446049250313e-16,0.0,0.0,154.21903977181543,0.0,0.0,0.0,36.448582653264694,0.0,0.0,0.0,234.4642391769562,0.0,0.0,0.0,168.57257922510502,0.0,0.0,186.95560724081747,1960.3904140739517,0.0,196.03904140739456
