step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
2.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
3.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
4.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
5.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
6.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
7.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
8.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
9.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,0.0,5760.288430048753,-4.440892098500626e-16,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23319.383519432242,0.0,5829.845879858054
10.0,0.0,0.0,4144895.0,,0.0,0.0,6088.169846062276,-2.220446049250313e-16,0.0,0.0,5859.022436169932,-1.1102230246251565e-15,0.0,2.0,5762.288430048753,1.9999999999999996,0.0,0.0,5611.902807151281,-8.881784197001252e-16,0.0,1173.2990024371607,23321.383519432242,0.5,5830.345879858054
