step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_average_speed,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_average_speed,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_stopped,3_accumulated_waiting_time,3_average_speed,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_stopped,4_accumulated_waiting_time,4_average_speed,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
34.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,4.0,0.0,0,0.0,0.0,28.0,0.0,7.0
35.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.0,0.0,4.0,0.0,0,0.0,0.0,28.0,0.0,7.0
36.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.5212772891388846,9.521277289138885,1.5212772891388846,0,0.0,1.0,1.5212772891388846,9.521277289138885,1.5212772891388846,0,0.0,1.0,1.5212772891388846,9.521277289138885,1.5212772891388846,0,0.0,1.0,0.0,4.0,0.0,0,0.0,0.0,32.56383186741665,1.1409579668541634,8.140957966854163
37.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,4.0,0.0,0,0.0,0.0,32.56383186741665,0.0,8.140957966854163
38.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,9.521277289138885,0.0,0,0.0,1.0,0.0,4.0,0.0,0,0.0,0.0,32.56383186741665,0.0,8.140957966854163
39.0,0.0,0.0,0.0,0.0,0,0.0,1.0,-1.047901850336711,8.473375438802174,-1.047901850336711,0,0.0,1.0,1.7217596379637943,11.243036927102679,1.7217596379637943,0,0.0,1.0,1.7217596379637943,11.243036927102679,1.7217596379637943,0,0.0,1.0,0.0,4.0,0.0,0,0.0,1.047901850336711,34.95944929300753,0.5989043563977194,8.739862323251883
40.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,4.0,0.0,0,0.0,1.047901850336711,34.95944929300753,0.0,8.739862323251883
41.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,2.0,6.0,2.0,0,0.0,1.047901850336711,36.95944929300753,0.5,9.239862323251883
42.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
43.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
44.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
45.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
46.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
47.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,6.0,0.0,0,0.0,1.047901850336711,36.95944929300753,0.0,9.239862323251883
48.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,2.0,8.0,2.0,0,0.0,1.047901850336711,38.95944929300753,0.5,9.739862323251883
49.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,38.95944929300753,0.0,9.739862323251883
50.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,38.95944929300753,0.0,9.739862323251883
51.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,38.95944929300753,0.0,9.739862323251883
52.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,38.95944929300753,0.0,9.739862323251883
53.0,0.0,0.0,0.0,0.0,0,0.0,1.0448996186247759,0.0,8.473375438802174,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,11.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,38.95944929300753,0.0,9.739862323251883
54.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,10.473375438802174,2.0,0,0.0,1.0,2.0,13.243036927102679,2.0,0,0.0,1.0,2.0,13.243036927102679,2.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,1.5,11.239862323251883
55.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
56.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
57.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
58.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
59.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
60.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
61.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
62.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
63.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
64.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
65.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10.473375438802174,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,13.243036927102679,0.0,0,0.0,1.0,0.0,8.0,0.0,0,0.0,1.047901850336711,44.95944929300753,0.0,11.239862323251883
66.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,12.473375438802174,2.0,0,0.0,1.0,2.0,15.243036927102679,2.0,0,0.0,1.0,2.0,15.243036927102679,2.0,0,0.0,1.0,2.0,10.0,2.0,0,0.0,1.047901850336711,52.95944929300753,2.0,13.239862323251883
67.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
68.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
69.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
70.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
71.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
72.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
73.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12.473375438802174,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,15.243036927102679,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,52.95944929300753,0.0,13.239862323251883
74.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.8084860432776508,14.281861482079824,1.8084860432776508,0,0.0,1.0,1.8084860432776508,17.05152297038033,1.8084860432776508,0,0.0,1.0,1.8084860432776508,17.05152297038033,1.8084860432776508,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,58.384907422840485,1.356364532458238,14.596226855710121
75.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14.281861482079824,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,58.384907422840485,0.0,14.596226855710121
76.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14.281861482079824,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,58.384907422840485,0.0,14.596226855710121
77.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14.281861482079824,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,10.0,0.0,0,0.0,1.047901850336711,58.384907422840485,0.0,14.596226855710121
78.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14.281861482079824,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,2.0,12.0,2.0,0,0.0,1.047901850336711,60.384907422840485,0.5,15.096226855710121
79.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14.281861482079824,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,17.05152297038033,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,1.047901850336711,60.384907422840485,0.0,15.096226855710121
80.0,0.0,0.0,0.0,0.0,0,0.0,1.0,-1.15,13.131861482079824,-1.15,0,0.0,1.0,1.1508052161173423,18.20232818649767,1.1508052161173423,0,0.0,1.0,1.1508052161173423,18.20232818649767,1.1508052161173423,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.2879026080586712,15.384129463768792
81.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13.131861482079824,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.0,15.384129463768792
82.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13.131861482079824,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.0,15.384129463768792
83.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13.131861482079824,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.0,15.384129463768792
84.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13.131861482079824,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.0,15.384129463768792
85.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13.131861482079824,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,18.20232818649767,0.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,61.53651785507516,0.0,15.384129463768792
86.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,15.131861482079824,2.0,0,0.0,1.0,2.0,20.20232818649767,2.0,0,0.0,1.0,2.0,20.20232818649767,2.0,0,0.0,1.0,0.0,12.0,0.0,0,0.0,2.197901850336711,67.53651785507516,1.5,16.884129463768794
87.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15.131861482079824,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,1.6226144380149377,13.622614438014939,1.6226144380149377,0,0.0,2.197901850336711,69.1591322930901,0.4056536095037344,17.289783073272528
88.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15.131861482079824,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,13.622614438014939,0.0,0,0.0,2.197901850336711,69.1591322930901,0.0,17.289783073272528
89.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15.131861482079824,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,13.622614438014939,0.0,0,0.0,2.197901850336711,69.1591322930901,0.0,17.289783073272528
90.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15.131861482079824,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,13.622614438014939,0.0,0,0.0,2.197901850336711,69.1591322930901,0.0,17.289783073272528
91.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15.131861482079824,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,20.20232818649767,0.0,0,0.0,1.0,0.0,13.622614438014939,0.0,0,0.0,2.197901850336711,69.1591322930901,0.0,17.289783073272528
