step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_stopped,1_accumulated_waiting_time,1_average_speed,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,2_stopped,2_accumulated_waiting_time,2_average_speed,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_stopped,3_accumulated_waiting_time,3_average_speed,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_stopped,4_accumulated_waiting_time,4_average_speed,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,agents_total_stopped,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1350.0,542.0,38.714285714285715,197684.0,15939.616703751179,6,0.13722222222222222,0.0,2.0,174.83570189338448,2.0,0,0.0,1.0,2.0,232.33487628149584,2.0,0,0.0,1.0,2.0,238.74885972215827,2.0,1,0.0,0.0,0.0,186.772641432701,0.0,7,0.13722222222222222,39.19231286477822,832.6920793297396,1.5,208.1730198324349
1351.0,468.0,33.42857142857143,198152.0,15973.04527517975,5,0.11638888888888889,0.15665154950869167,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,6,0.11638888888888889,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1352.0,394.0,28.142857142857142,198546.0,16001.188132322606,4,0.09555555555555556,0.3333333333333333,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,5,0.09555555555555556,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1353.0,319.0,22.785714285714285,198865.0,16023.97384660832,3,0.07444444444444444,0.4714031733252828,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,4,0.07444444444444444,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1354.0,244.0,17.428571428571427,199109.0,16041.40241803689,2,0.05333333333333334,0.6380698399919494,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,3,0.05333333333333334,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1355.0,168.0,12.0,199277.0,16053.40241803689,1,0.03194444444444444,0.7717074780402964,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,2,0.03194444444444444,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1356.0,91.0,6.5,199368.0,16059.90241803689,0,0.010277777777777778,0.8831178879371097,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,1,0.010277777777777778,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1357.0,38.0,2.7142857142857144,199406.0,16062.616703751177,0,0.010555555555555556,0.8831178879371097,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,1,0.010555555555555556,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1358.0,0.0,0.0,199406.0,16062.616703751177,0,0.0,0.7409851088995695,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,1,0.0,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1359.0,0.0,0.0,199406.0,16062.616703751177,1,0.0,0.7164512212704425,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,2,0.0,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1360.0,0.0,0.0,199406.0,16062.616703751177,1,0.0,0.7208308839163294,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,2,0.0,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1361.0,1.0,0.07142857142857142,199407.0,16062.688132322606,2,0.0002777777777777778,0.5939740187212708,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,186.772641432701,0.0,3,0.0002777777777777778,39.19231286477822,832.6920793297396,0.0,208.1730198324349
1362.0,3.0,0.21428571428571427,199410.0,16062.902418036892,3,0.0008333333333333334,0.4728830985830146,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,2.0,188.772641432701,2.0,4,0.0008333333333333334,39.19231286477822,834.6920793297396,0.5,208.6730198324349
1363.0,5.0,0.35714285714285715,199415.0,16063.259560894036,3,0.001388888888888889,0.4018785705461573,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,4,0.001388888888888889,39.19231286477822,834.6920793297396,0.0,208.6730198324349
1364.0,8.0,0.5714285714285714,199423.0,16063.830989465465,4,0.0022222222222222222,0.2704659055231001,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,5,0.0022222222222222222,39.19231286477822,834.6920793297396,0.0,208.6730198324349
1365.0,12.0,0.8,199435.0,16064.630989465464,5,0.0033333333333333335,0.1636210389504198,0.0,174.83570189338448,0.0,0,0.0,1.0,0.0,232.33487628149584,0.0,0,0.0,1.0,0.0,238.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,6,0.0033333333333333335,39.19231286477822,834.6920793297396,0.0,208.6730198324349
1366.0,17.0,1.1333333333333333,199452.0,16065.764322798797,6,0.004722222222222222,0.06358460425171626,2.0,176.83570189338448,2.0,0,0.0,1.0,2.0,234.33487628149584,2.0,0,0.0,1.0,2.0,240.74885972215827,2.0,1,0.0,0.0,0.0,188.772641432701,0.0,7,0.004722222222222222,39.19231286477822,840.6920793297396,1.5,210.1730198324349
1367.0,23.0,1.5333333333333334,199475.0,16067.29765613213,7,0.006388888888888889,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.006388888888888889,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1368.0,30.0,2.142857142857143,199505.0,16069.440513274987,7,0.008055555555555555,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.008055555555555555,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1369.0,38.0,2.7142857142857144,199543.0,16072.154798989273,7,0.01,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.01,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1370.0,46.0,3.2857142857142856,199589.0,16075.440513274987,7,0.011944444444444445,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.011944444444444445,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1371.0,54.0,3.857142857142857,199643.0,16079.29765613213,7,0.013888888888888888,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.013888888888888888,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1372.0,62.0,4.428571428571429,199705.0,16083.7262275607,7,0.015833333333333335,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.015833333333333335,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1373.0,70.0,5.0,199775.0,16088.7262275607,7,0.017777777777777778,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.017777777777777778,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1374.0,78.0,5.571428571428571,199853.0,16094.29765613213,7,0.01972222222222222,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.01972222222222222,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1375.0,86.0,6.142857142857143,199939.0,16100.440513274987,7,0.021666666666666667,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.021666666666666667,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1376.0,94.0,6.714285714285714,200033.0,16107.154798989273,7,0.02361111111111111,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.02361111111111111,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1377.0,102.0,6.8,200135.0,16113.954798989273,7,0.025555555555555557,0.0,0.0,176.83570189338448,0.0,0,0.0,1.0,0.0,234.33487628149584,0.0,0,0.0,1.0,0.0,240.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.025555555555555557,39.19231286477822,840.6920793297396,0.0,210.1730198324349
1378.0,110.0,7.333333333333333,200245.0,16121.288132322607,7,0.0275,0.0,2.0,178.83570189338448,2.0,0,0.0,1.0,2.0,236.33487628149584,2.0,0,0.0,1.0,2.0,242.74885972215827,2.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.0275,39.19231286477822,846.6920793297396,1.5,211.6730198324349
1379.0,118.0,7.866666666666666,200363.0,16129.154798989273,7,0.029444444444444443,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.029444444444444443,39.19231286477822,846.6920793297396,0.0,211.6730198324349
1380.0,126.0,8.4,200489.0,16137.554798989273,7,0.03138888888888889,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.03138888888888889,39.19231286477822,846.6920793297396,0.0,211.6730198324349
1381.0,134.0,8.933333333333334,200623.0,16146.488132322605,7,0.03333333333333333,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.03333333333333333,39.19231286477822,846.6920793297396,0.0,211.6730198324349
1382.0,142.0,9.466666666666667,200765.0,16155.954798989273,7,0.035277777777777776,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.035277777777777776,39.19231286477822,846.6920793297396,0.0,211.6730198324349
1383.0,150.0,10.0,200915.0,16165.954798989273,7,0.03722222222222222,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,188.772641432701,0.0,8,0.03722222222222222,39.19231286477822,846.6920793297396,0.0,211.6730198324349
1384.0,158.0,10.533333333333333,201073.0,16176.488132322605,7,0.03916666666666667,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,2.0,190.772641432701,2.0,8,0.03916666666666667,39.19231286477822,848.6920793297396,0.5,212.1730198324349
1385.0,166.0,10.375,201239.0,16186.863132322605,7,0.04111111111111111,0.0,0.0,178.83570189338448,0.0,0,0.0,1.0,0.0,236.33487628149584,0.0,0,0.0,1.0,0.0,242.74885972215827,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.04111111111111111,39.19231286477822,848.6920793297396,0.0,212.1730198324349
1386.0,174.0,10.875,201413.0,16197.738132322605,7,0.043055555555555555,0.0,1.29713918938829,180.13284108277279,1.29713918938829,0,0.0,1.0,1.29713918938829,237.63201547088414,1.29713918938829,0,0.0,1.0,1.29713918938829,244.04599891154658,1.29713918938829,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.043055555555555555,39.19231286477822,852.5834968979045,0.9728543920412175,213.14587422447613
1387.0,182.0,11.375,201595.0,16209.113132322605,7,0.045,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.045,39.19231286477822,852.5834968979045,0.0,213.14587422447613
1388.0,190.0,11.875,201785.0,16220.988132322605,7,0.04694444444444444,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.04694444444444444,39.19231286477822,852.5834968979045,0.0,213.14587422447613
1389.0,198.0,12.375,201983.0,16233.363132322605,7,0.04888888888888889,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.04888888888888889,39.19231286477822,852.5834968979045,0.0,213.14587422447613
1390.0,206.0,12.875,202189.0,16246.238132322605,7,0.050833333333333335,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.050833333333333335,39.19231286477822,852.5834968979045,0.0,213.14587422447613
1391.0,214.0,13.375,202403.0,16259.613132322605,7,0.05277777777777778,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,190.772641432701,0.0,8,0.05277777777777778,39.19231286477822,852.5834968979045,0.0,213.14587422447613
1392.0,222.0,13.875,202625.0,16273.488132322605,7,0.05472222222222222,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,2.0,192.772641432701,2.0,8,0.05472222222222222,39.19231286477822,854.5834968979045,0.5,213.64587422447613
1393.0,230.0,14.375,202855.0,16287.863132322605,7,0.056666666666666664,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.056666666666666664,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1394.0,238.0,14.875,203093.0,16302.738132322605,7,0.058611111111111114,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.058611111111111114,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1395.0,246.0,16.4,203339.0,16319.138132322605,7,0.06055555555555556,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.06055555555555556,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1396.0,254.0,16.933333333333334,203593.0,16336.071465655938,7,0.0625,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.0625,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1397.0,262.0,18.714285714285715,203855.0,16354.785751370224,7,0.06444444444444444,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.06444444444444444,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1398.0,270.0,19.285714285714285,204125.0,16374.071465655938,7,0.06638888888888889,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.06638888888888889,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1399.0,278.0,19.857142857142858,204403.0,16393.92860851308,7,0.06833333333333333,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,192.772641432701,0.0,8,0.06833333333333333,39.19231286477822,854.5834968979045,0.0,213.64587422447613
1400.0,286.0,20.428571428571427,204689.0,16414.357179941653,7,0.07027777777777777,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.8901440205939551,193.66278545329496,0.8901440205939551,8,0.07027777777777777,39.19231286477822,855.4736409184985,0.22253600514848879,213.86841022962463
1401.0,294.0,21.0,204983.0,16435.357179941653,7,0.07222222222222222,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.07222222222222222,39.19231286477822,855.4736409184985,0.0,213.86841022962463
1402.0,302.0,21.571428571428573,205285.0,16456.92860851308,7,0.07416666666666667,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.07416666666666667,39.19231286477822,855.4736409184985,0.0,213.86841022962463
1403.0,310.0,20.666666666666668,205595.0,16477.59527517975,7,0.07611111111111112,0.0,0.0,180.13284108277279,0.0,0,0.0,1.0,0.0,237.63201547088414,0.0,0,0.0,1.0,0.0,244.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.07611111111111112,39.19231286477822,855.4736409184985,0.0,213.86841022962463
1404.0,318.0,21.2,205913.0,16498.79527517975,7,0.07805555555555556,0.0,2.0,182.13284108277279,2.0,0,0.0,1.0,2.0,239.63201547088414,2.0,0,0.0,1.0,2.0,246.04599891154658,2.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.07805555555555556,39.19231286477822,861.4736409184985,1.5,215.36841022962463
1405.0,326.0,23.285714285714285,206239.0,16522.080989465463,7,0.08,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1406.0,334.0,23.857142857142858,206573.0,16545.938132322604,7,0.08194444444444444,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08194444444444444,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1407.0,342.0,24.428571428571427,206915.0,16570.366703751177,7,0.08388888888888889,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08388888888888889,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1408.0,350.0,25.0,207265.0,16595.366703751177,7,0.08583333333333333,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08583333333333333,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1409.0,358.0,25.571428571428573,207623.0,16620.938132322604,7,0.08777777777777777,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08777777777777777,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1410.0,366.0,26.142857142857142,207989.0,16647.080989465463,7,0.08972222222222222,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.08972222222222222,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1411.0,374.0,26.714285714285715,208363.0,16673.79527517975,7,0.09166666666666666,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.09166666666666666,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1412.0,382.0,27.285714285714285,208745.0,16701.080989465463,7,0.09361111111111112,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.09361111111111112,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1413.0,390.0,27.857142857142858,209135.0,16728.938132322604,7,0.09555555555555556,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.09555555555555556,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1414.0,398.0,28.428571428571427,209533.0,16757.366703751177,7,0.0975,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.0975,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1415.0,406.0,29.0,209939.0,16786.366703751177,7,0.09944444444444445,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.09944444444444445,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1416.0,414.0,29.571428571428573,210353.0,16815.938132322604,7,0.10138888888888889,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,193.66278545329496,0.0,8,0.10138888888888889,39.19231286477822,861.4736409184985,0.0,215.36841022962463
1417.0,422.0,30.142857142857142,210775.0,16846.080989465463,7,0.10333333333333333,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,2.0,195.66278545329496,2.0,8,0.10333333333333333,39.19231286477822,863.4736409184985,0.5,215.86841022962463
1418.0,430.0,30.714285714285715,211205.0,16876.79527517975,7,0.10527777777777778,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.10527777777777778,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1419.0,438.0,31.285714285714285,211643.0,16908.080989465463,7,0.10722222222222222,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.10722222222222222,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1420.0,446.0,31.857142857142858,212089.0,16939.938132322604,7,0.10916666666666666,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.10916666666666666,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1421.0,454.0,32.42857142857143,212543.0,16972.366703751177,7,0.1111111111111111,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.1111111111111111,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1422.0,462.0,33.0,213005.0,17005.366703751177,7,0.11305555555555556,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.11305555555555556,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1423.0,470.0,33.57142857142857,213475.0,17038.938132322604,7,0.115,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.115,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1424.0,478.0,34.142857142857146,213953.0,17073.080989465463,7,0.11694444444444445,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.11694444444444445,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1425.0,486.0,34.714285714285715,214439.0,17107.79527517975,7,0.11888888888888889,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.11888888888888889,39.19231286477822,863.4736409184985,0.0,215.86841022962463
1426.0,494.0,35.285714285714285,214933.0,17143.080989465463,7,0.12083333333333333,0.0,0.0,182.13284108277279,0.0,0,0.0,1.0,0.0,239.63201547088414,0.0,0,0.0,1.0,0.0,246.04599891154658,0.0,1,0.0,0.0,0.0,195.66278545329496,0.0,8,0.12083333333333333,39.19231286477822,863.4736409184985,0.0,215.86841022962463
