step,system_total_waiting_time,system_mean_waiting_time,cumulative_total_wait_time,cumulative_mean_wait_time,1_accumulated_waiting_time,1_reward,1_cumulative_rewards,1_cumulative_diff_rewards,10_accumulated_waiting_time,10_reward,10_cumulative_rewards,10_cumulative_diff_rewards,2_accumulated_waiting_time,2_reward,2_cumulative_rewards,2_cumulative_diff_rewards,3_accumulated_waiting_time,3_reward,3_cumulative_rewards,3_cumulative_diff_rewards,4_accumulated_waiting_time,4_reward,4_cumulative_rewards,4_cumulative_diff_rewards,5_accumulated_waiting_time,5_reward,5_cumulative_rewards,5_cumulative_diff_rewards,6_accumulated_waiting_time,6_reward,6_cumulative_rewards,6_cumulative_diff_rewards,7_accumulated_waiting_time,7_reward,7_cumulative_rewards,7_cumulative_diff_rewards,8_accumulated_waiting_time,8_reward,8_cumulative_rewards,8_cumulative_diff_rewards,9_accumulated_waiting_time,9_reward,9_cumulative_rewards,9_cumulative_diff_rewards,agents_total_accumulated_waiting_time,cumulative_penalties,cumulative_rewards,mean_reward,mean_cumulative_reward
1.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,779.0099916777543,0.0,0.0,0.0,607.6813176333769,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,508.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,701.8546566078747,5948.374183291277,0.0,594.8374183291259
2.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,-1.8871377572913661,777.122853920463,-1.8871377572913661,0.0,0.0,607.6813176333769,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,2.0,510.42932285618434,2.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,703.7417943651661,5948.487045533986,0.011286224270863388,594.8487045533967
3.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,607.6813176333769,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,703.7417943651661,5948.487045533986,0.0,594.8487045533967
4.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,607.6813176333769,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,703.7417943651661,5948.487045533986,0.0,594.8487045533967
5.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,-1.9501032882267924,605.7312143451501,-1.9501032882267924,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5946.536942245759,-0.19501032882267924,594.653694224574
6.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,605.7312143451501,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5946.536942245759,0.0,594.653694224574
7.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,605.7312143451501,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5946.536942245759,0.0,594.653694224574
8.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,605.7312143451501,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,835.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5946.536942245759,0.0,594.653694224574
9.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,605.7312143451501,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,2.0,837.5441942152393,2.000000000000001,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5948.536942245759,0.2,594.853694224574
10.0,0.0,0.0,7757452.0,81720.82363664474,0.0,0.0,223.0319359502834,0.0,0.0,0.0,777.122853920463,0.0,0.0,0.0,605.7312143451501,0.0,0.0,0.0,1277.1618070361087,0.0,0.0,0.0,837.5441942152393,8.881784197001252e-16,0.0,0.0,510.42932285618434,0.0,0.0,0.0,454.3196886043262,0.0,0.0,0.0,126.07989595791585,0.0,0.0,0.0,677.4748781259635,0.0,0.0,0.0,459.64115123412427,0.0,0.0,705.691897653393,5948.536942245759,0.0,594.853694224574
